key,fare_amount
2015-01-27 13:08:24.0000002,9.09711008877616
2015-01-27 13:08:24.0000003,9.164048431518765
2011-10-08 11:53:44.0000002,6.48059019554162
2012-12-01 21:12:12.0000002,7.873550499872294
2012-12-01 21:12:12.0000003,14.957109109978909
2012-12-01 21:12:12.0000005,10.488722773005895
2011-10-06 12:10:20.0000001,6.475598703408198
2011-10-06 12:10:20.0000003,49.19864379185473
2011-10-06 12:10:20.0000002,11.603215430805763
2014-02-18 15:22:20.0000002,6.647136375817309
2014-02-18 15:22:20.0000003,9.09711008877616
2014-02-18 15:22:20.0000001,13.990767078963271
2010-03-29 20:20:32.0000002,6.48059019554162
2010-03-29 20:20:32.0000001,6.683027940851423
2011-10-06 03:59:12.0000002,8.460585909851766
2011-10-06 03:59:12.0000001,13.3716966138994
2012-07-15 16:45:04.0000006,6.48059019554162
2012-07-15 16:45:04.0000002,8.582064507486427
2012-07-15 16:45:04.0000003,6.48059019554162
2012-07-15 16:45:04.0000004,6.48059019554162
2014-10-29 02:09:56.0000001,7.383324895899659
2014-06-14 13:39:00.00000010,8.744415909390609
2014-06-14 13:39:00.00000060,6.766519894718082
2014-06-14 13:39:00.00000087,7.994477348446066
2014-06-14 13:39:00.00000050,17.367032963403673
2014-06-14 13:39:00.0000003,6.652127867950732
2014-06-14 13:39:00.000000158,34.9652006694603
2014-06-14 13:39:00.00000015,28.48755073607224
2014-06-14 13:39:00.00000073,6.652127867950732
2014-06-14 13:39:00.00000077,14.378134662289865
2014-06-14 13:39:00.000000145,9.861870049999325
2014-06-14 13:39:00.00000079,6.652127867950732
2014-06-14 13:39:00.000000121,6.647136375817309
2014-06-14 13:39:00.00000021,9.727769617891907
2014-06-14 13:39:00.0000005,8.994113638961558
2014-06-14 13:39:00.000000165,6.785687400441829
2014-06-14 13:39:00.000000184,6.652127867950732
2014-06-14 13:39:00.00000059,6.652127867950732
2014-06-14 13:39:00.00000070,6.785687400441829
2014-06-14 13:39:00.00000068,6.647136375817309
2014-06-14 13:39:00.000000133,18.693736995113085
2014-06-14 13:39:00.000000128,9.386930848472925
2014-06-14 13:39:00.000000136,17.016751642292718
2014-06-14 13:39:00.00000017,9.09711008877616
2014-06-14 13:39:00.000000111,6.652127867950732
2014-06-14 13:39:00.000000115,10.746894433954683
2014-06-14 13:39:00.000000168,6.652127867950732
2014-06-14 13:39:00.00000031,6.647136375817309
2014-06-14 13:39:00.000000116,6.652127867950732
2014-06-14 13:39:00.00000051,6.652127867950732
2014-06-14 13:39:00.000000193,10.113215329381886
2014-06-14 13:39:00.000000132,12.640801018062975
2014-06-14 13:39:00.000000167,17.470171017191532
2014-06-14 13:39:00.00000044,6.647136375817309
2014-06-14 13:39:00.000000138,6.84730252140264
2014-06-14 13:39:00.00000066,13.999497990747031
2014-06-14 13:39:00.00000063,12.70731738402383
2014-06-14 13:39:00.000000154,9.179206878278881
2014-06-14 13:39:00.00000097,12.778650761524563
2014-06-14 13:39:00.00000067,12.915434985176578
2014-06-14 13:39:00.000000179,7.51202561527306
2014-06-14 13:39:00.00000092,9.386930848472925
2014-06-14 13:39:00.00000029,6.652127867950732
2014-06-14 13:39:00.000000177,6.652127867950732
2014-06-14 13:39:00.000000192,6.785687400441829
2014-06-14 13:39:00.000000181,6.76152840258466
2014-06-14 13:39:00.000000120,9.386930848472925
2014-06-14 13:39:00.0000008,6.647136375817309
2014-06-14 13:39:00.000000103,6.652127867950732
2014-06-14 13:39:00.00000049,16.743935180528055
2014-06-14 13:39:00.000000108,6.667916921270785
2014-06-14 13:39:00.00000072,6.652127867950732
2014-06-14 13:39:00.000000182,9.861870049999325
2014-06-14 13:39:00.00000061,6.766519894718082
2014-06-14 13:39:00.00000093,9.210464066622208
2014-06-14 13:39:00.000000170,10.065045974270634
2014-06-14 13:39:00.000000147,46.22238876985102
2014-06-14 13:39:00.000000140,6.652127867950732
2014-06-14 13:39:00.000000159,6.647136375817309
